,Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,class_code,class_desc
364,,8720577,"Abenson Ventures, Inc.",,,269,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,,
365,,2879932/5218568,"Abenson Ventures, Inc.",,Malabon Citisquare,,C-4,Rd,KAUNLARAN VILLAGE PH 4G,Malabon City,Metro Manila,,
367,,3642459/6388023,"Abenson Ventures, Inc.",,,,,,,Or Call:,,,
369,,5368029/5218563,"Abenson Ventures, Inc.",,Robinsons Place Manila,,Pedro Gil,St,,,Metro Manila,,
371,,2870344/6388018,"Abenson Ventures, Inc.",,,,,,,Or Call:,,,
373,,2870478/2870827,"Abenson Ventures, Inc.",,,,,,,,,,
375,,8093812,"Abenson Ventures, Inc.",,,,Alabang-Zapote,Rd,Ayala Alabang Commercial Ctr,,Metro Manila,,
376,,9279561/5218560,"Abenson Ventures, Inc.",,Circle C Center,17,Congressional,Ave,,QC,Metro Manila,,
378,,8122882/8720576,"Abenson Ventures, Inc.",,Waltermart,,Chino Roces,Ave,Kayamanan A,,Metro Manila,,
380,,2525787,"Abenson Ventures, Inc.",,,,,,,Or Call:,,,
381,,9514537,"Abenson Ventures, Inc.",,Ever Gotesco Commonwealth Ctr,,Commonwealth,Ave,,QC,Metro Manila,,
382,,7722440/7221264,"Abenson Ventures, Inc.",,Metropolis Alabang Mall,,National,Hwy,,Muntinlupa City,Metro Manila,,
384,,8367554/8368856,"Abenson Ventures, Inc.",,Waltermart Sucat,,Dr a Santos,Ave,,,Metro Manila,,
386,,8071416,"Abenson Ventures, Inc.",,Abenson Building,,Alabang-Zapote,Rd,,,Metro Manila,,
387,,6329104,"Abenson Ventures, Inc.",,Don Benito Building,11,Sheridan,St,,Mandaluyong City,Metro Manila,,
388,,9111494,"Abenson Ventures, Inc.",,,,Gen Roxas,Ave,Araneta Commercial Center,QC,Metro Manila,,
389,,6329103/9514575,"Abenson Ventures, Inc.",,Robinsons Galleria Mall,,Edsa,St,,QC,Metro Manila,,
391,,9279548,"Abenson Ventures, Inc.",,,,,,,Or Call:,,,
392,,9268829,"Abenson Ventures, Inc.",,Sm City North Cyberzone,,Edsa,Ave,,QC,Metro Manila,,
393,,2779850/2779539,"Abenson Ventures, Inc.",,Puregold Building,,Gen D Mc Arthur,Hwy,,Valenzuela City,Metro Manila,,
395,,2779538,"Abenson Ventures, Inc.",,,,,,,Or Call:,,,
396,,8071411,"Abenson Ventures, Inc.",,,,Sicogon,St,Tierra Nueva Subdivision,Muntinlupa City,Metro Manila,,
397,,7242501/6329102,"Abenson Ventures, Inc.",,Violago Commercial Complex,2222,E Rodriguez Sr,Ave,,QC,Metro Manila,,
399,,8292686/7242570,"Abenson Ventures, Inc.",,,8288,Dr a Santos,Ave,,,Metro Manila,,
401,,8121584/9518991,"Abenson Ventures, Inc.",,,,,,,Or Call:,,,
403,,4773154/8071418,"Abenson Ventures, Inc.",,,,,,,,,,
405,,8364265/7224187,"Abenson Ventures, Inc.",,,,,,,,,,
407,,9209151,"Abenson Ventures, Inc.",,,,,,,,,,
408,,9209152/9279520,"Abenson Ventures, Inc.",,Sm City North Cyberpark,,Edsa,Ave,,QC,Metro Manila,,
410,,8121544/9209153,"Abenson Ventures, Inc.",,,,,,,Or Call:,,,
412,,9279390/7722441,"Abenson Ventures, Inc.",,,,,,,,,,
414,,2779536,"Abenson Ventures, Inc.",,,,,,,,,,
415,,8967475,Aberdeen Court,,,7842,J P Rizal,St,,Makati City,Metro Manila,,
416,,3718282,"Aberdeen Court, Inc.",,,1403,Quezon,Ave,,QC,Metro Manila,,
417,,3717909/3713809,"Aberdeen Court, Inc.",,Aberdeen Court,1403,Quezon,Ave,,QC,Metro Manila,,
419,,8982888/8967489,"Aberdeen Court, Inc.",,,,Jupiter,St,BEL-AIR 1 VILLAGE,,Metro Manila,,
421,,3713807/3713805,"Aberdeen Court, Inc.",,,,,,,Or Call:,,,
423,,3713804/3713803,"Aberdeen Court, Inc.",,,,,,,,,,
425,,3713802/3713801,"Aberdeen Court, Inc.",,,,,,,,,,
427,,8993196,"Aberdeen Court, Inc.",,,,,,,,,,
428,,8982333/3713311,"Aberdeen Court, Inc.",,Aberdeen Court,7842,Makati,Ave,,Makati City,Metro Manila,,
430,,3713810/3713309,"Aberdeen Court, Inc.",,,,,,,Or Call:,,,
432,,8957438/3713812,"Aberdeen Court, Inc.",,,,,,,,,,
434,,3713813/3713814,"Aberdeen Court, Inc.",,,,,,,,,,
436,,3713304/3713815,"Aberdeen Court, Inc.",,,,,,,,,,
438,,8993190/3713806,"Aberdeen Court, Inc.",,,7842,Makati,Ave,,,Metro Manila,,
440,,3713811/8957476,"Aberdeen Court, Inc.",,,,,,,Or Call:,,,
442,,8959449,"Aberdeen Court, Inc.",,,,,,,,,,
443,,6435922,Ablaza Pawnshop,,,15,Morcilla,St,,Pat,Metro Manila,,
444,,8512847,Ablaza Pawnshopvillamor Branch,,,31,12TH,St,Villamor Air Base,PC,Metro Manila,,
445,,8872171/8174060,Able Printing Co Inc,,,7608,Dela Rosa,St,,Makati City,Metro Manila,,
447,,8433729,Able Printing Co Inc,,,,,,,Or Call:,,,
448,,6348921/6348923,Ablebodies Manpower Services,,Cityland Shaw Tower,,Shaw,Bvd,Welfareville Compound,Mandaluyong City,Metro Manila,,
450,,8115429,"Abm Global Solutions, Inc",,Pacific Star Building,,Makati,Ave,Salcedo Village,,Metro Manila,,
451,,6870304,"Abm Global Solutions, Inc",,Philippine Stock Exch We Twr,,Exchange,Rd,Ortigas Center,Pasig City,Metro Manila,,
452,,8842008/8842023,Abn Amro Bank,,Lkg Tower,6801,Ayala,Ave,Salcedo Village,Makati City,Metro Manila,,
454,,8842022/8842021,Abn Amro Bank,,,,,,,Or Call:,,,
456,,8842024/8842010,Abn Amro Bank,,,,,,,,,,
458,,8842025/8842011,Abn Amro Bank,,,,,,,,,,
460,,8842009,Abn Amro Bank,,,,,,,,,,
461,,5279981,Aboitiz Jebsen Bulk Transportcorporation,,HARBOR CENTER BUILDING 2,,Railroad,Drv,,Manila City,Metro Manila,,
462,,5279982/5272177,Aboitiz Jebsen Bulk Transportcorporation,,Harbor Center Building,2,23RD,St,,Manila City,Metro Manila,,
464,,5271374/5279983,Aboitiz Jebsen Bulk Transportcorporation,,HARBOR CENTER BUILDING 1,,2ND,St,,,Metro Manila,,
466,,5279987/5279986,Aboitiz Jebsen Bulk Transportcorporation,,,,,,,Or Call:,,,
468,,5279985,Aboitiz Jebsen Bulk Transportcorporation,,,,,,,,,,
469,,5279988/5279991,Aboitiz Jebsen Bulk Transportcorporation,,Harbor Center Building,,Railroad,Drv,,Manila City,Metro Manila,,
471,,5279993/5279992,Aboitiz Jebsen Bulk Transportcorporation,,,,,,,Or Call:,,,
473,,5279984/5279711,Aboitiz Jebsen Bulk Transportcorporation,,,,,,,,,,
475,,5279980,Aboitiz Jebsen Bulk Transportcorporation,,KINGS COURT 1 BUILDING,2129,Chino Roces,Ave,,,Metro Manila,,
476,,5193018,Abrakadabra Inc,,Tpa Building,7496,Bagtikan,St,San Antonio Village,Makati City,Metro Manila,,
477,,9244101,Abscbn Corporation,,,,Mother Ignacia,Ave,,QC,Metro Manila,,
478,,8940332/8940331,Abscbn Corporation,,,,Roxas,Bvd,,Paranaque City,Metro Manila,,
480,,9244281,Abscbn Corporation,,,,,,,Or Call:,,,
481,,8869798,Abscbn Corporation,,8 ROCKWELL,,Hidalgo,Drv,Rockwell Center,Makati City,Metro Manila,,
482,,9211998,Abscbn Corporation,,,,Bohol,Ave,,QC,Metro Manila,,
483,,8321143,Abscbn Corporation,,,,Roxas,Bvd,,PC,Metro Manila,,
484,,8940402,Abscbn Corporation,,,101,Andrew,Ave,,PC,Metro Manila,,
485,,9242679/4235098,Abscbn Corporation,,Abs-Cbn Broadcasting Corp,,Mother Ignacia,Ave,,QC,Metro Manila,,
487,,3712902/9241522,Abscbn Corporation,,San Jose Builders Codo,130,Panay,Ave,,,Metro Manila,,
489,,9293456/9242615,Abscbn Corporation,,,,,,,Or Call:,,,
491,,8869489/8869480,Abscbn Corporation,,,,,,,,,,
493,,8321093/9242644,Abscbn Corporation,,,,,,,,,,
495,,3765427,Absolute Happy Dream Corp,,Prime Pacific Building,184,Tomas Morato,Ave,,,Metro Manila,,
496,,8529252,Abx Pan Globe Logistics Inc,,,,Johanne,St,,Paranaque City,Metro Manila,,
497,,8511488/8528520,Abx Pan Globe Logistics Inc,,Abx Plan Globe Logistic Center,,Johanne,St,,Paranaque City,Metro Manila,,
499,,8528526/8516170,Abx Pan Globe Logistics Inc,,,,,,,Or Call:,,,
501,,8528525/8528522,Abx Pan Globe Logistics Inc,,,,,,,,,,
503,,8529250/8529251,Abx Pan Globe Logistics Inc,,,,,,,,,,
505,,8528524/8529311,Abx Pan Globe Logistics Inc,,,,,,,,,,
507,,8529313/8514030,Abx Pan Globe Logistics Inc,,,,,,,,,,
509,,8529253/8529254,Abx Pan Globe Logistics Inc,,,,,,,,,,
511,,8803210,Ac Corporation,,Phividec Industrial Estate,,Veterans,Rd,Veterans Center,,Metro Manila,,
512,,8454831,"Acabar Marketing International, Inc",,JM BUILDING 2,5542,Pres S Osmena Sr,Hwy,,Makati City,Metro Manila,,
513,,8923007/8137191,Accent Systems Inc,,Prince Building,117,Rada,St,Legaspi Village,Makati City,Metro Manila,,
515,,5565149/5565142,Access Base Technology & Solutions Inc.,,Bonifacio Technology Center,,31ST,St,Bonifacio Global City,,Metro Manila,,
517,,8238280,"Access Healthcare Services Manila, Inc.",,One World Square Building,,Upper McKinley,Rd,McKinley Hill,,Metro Manila,,
518,,4420203,Access International Manpowerand Offshore Placement Inc.,,Topaz Building,99,Kamias,Rd,,QC,Metro Manila,,
519,,9904188,Access International Manpowerand Offshore Placement Inc.,,President Tower,81,Timog,Ave,,QC,Metro Manila,,
520,,2443360/5227984,Access Risk Managment Insurance Broker & Sales Co,,Burke Building,,Escolta,St,,Manila City,Metro Manila,,
522,,5357554,Accesslink Corporation,,,225,Apo,St,,,Metro Manila,,
523,,9298851/9276775,Accm Aluminum & Glass Supply,,CRM BUILDING 3,106,Kamias,Rd,,QC,Metro Manila,,
525,,8870646/8870645,Accord Csa Shipping Phils,,Pac Atlantic Building,2917,Finlandia,St,,,Metro Manila,,
527,,8941617,Accu Script Incorporated,,Acme-Tools,145,Yakal,St,,,Metro Manila,,
528,,7062019/7062018,Accurate Ballistic Inc,,Ortigas Auto Depot,,Dna Julia Vargas,Ave,Ortigas Hme Depot Comm'l Ctr,Pasig City,Metro Manila,,
530,,3621545/3308237,Accurate Oil and Metal Synergy Inc,,,70,Old Samson,Rd,,,Metro Manila,,
532,,7241615/7263210,Accuserv Diagnostic Center Inc,,Fersal Olympia Building,1022,E Rodriguez Sr,Ave,,,Metro Manila,,
534,,8386307,Accutech Steel & Serv Center Inc,,,,Arturo,Drv,Hapay Compound,,Metro Manila,,
535,,9114908,Acdi Credit Cooperative,,Afp Coc,,Capinpin,Ave,Camp Aguinaldo,QC,Metro Manila,,
536,,8346080,Acdi Credit Cooperative,,,,3RD,St,Villamor Air Base,PC,Metro Manila,,
537,,9133579,Acdi Credit Cooperative,,,125,Col B Serrano,Ave,,QC,Metro Manila,,
538,,8543940,Acdi Credit Cooperative,,Acdi Bldg,,Villamor Air Base,St,Villamor Air Base,PC,Metro Manila,,
539,,8546338,Acdi Credit Cooperative,,Acdi Building,,Sales,St,Villamor Air Base,PC,Metro Manila,,
540,,8543941,Acdi Credit Cooperative,,Acdi Bldg,,Sales,St,Villamor Air Base,PC,Metro Manila,,
541,,2418682,Acdi Credit Cooperative,,Jars Building,1810,Pres J P Laurel,St,,Manila City,Metro Manila,,
542,,8338813,Acdi Credit Cooperative,,,,Sampaguita,St,,Makati City,Metro Manila,,
543,,8317817,Acdi Credit Cooperative,,Vm Terminal Mall,,Roman Cruz,Ave,Soldiers Hills Village,Muntinlupa City,Metro Manila,,
544,,8927821,Ace Foods Inc,,Makati Sky Plaza Building,6788,Ayala,Ave,Legaspi Village,Makati City,Metro Manila,,
545,,8870080,Ace Foods Inc,,,2041,Honduras,St,San Isidro Village,Makati City,Metro Manila,,
546,,8120118,Ace Foods Incorporated,,Corporate Business Center,151,Paseo de Roxas,Ave,Legaspi Village,Makati City,Metro Manila,,
547,,8870057/8401979,Ace Foods Incorporated,,,2041,Honduras,St,San Isidro Village,Makati City,Metro Manila,,
549,,5237857/5237836,Ace Hardware Philippines Inc,,Sm City Manila,,Natividad a Lopez,St,,,Metro Manila,,
551,,5237876/5237990,Ace Hardware Philippines Inc,,,,,,,Or Call:,,,
553,,8503909/8072503,Ace Hardware Philippines Inc.,,Festival Supermall,,Corporate,Ave,Filinvest Corporate City,,Metro Manila,,
555,,8297664,Ace Hardware Phils Inc,,Sm Sucat Super Center,,Dr a Santos,Ave,,,Metro Manila,,
556,,9125527/9114794,Ace Hardware Phils Inc,,Sm Shoemart,,Times Square,Ave,Araneta Commercial Center,QC,Metro Manila,,
558,,8297606/8297625,Ace Hardware Phils Inc,,,,,,,Or Call:,,,
560,,8018260,Ace Logistics Inc,,WAREHOUSE 3B,,West Service,Rd,Sunblest Compound,,Metro Manila,,
561,,7880763/7880760,Ace Logistics Inc,,Oyster Plaza,,N Aquino,Ave,,Paranaque City,Metro Manila,,
563,,7880761,Ace Logistics Inc,,,,,,,Or Call:,,,
564,,8503292/8421325,Ace Logistics Inc,,Sunblest Compound Building,,West Service,Rd,,Muntinlupa City,Metro Manila,,
566,,6331422,Ace Technologies Inc,,Metrowalk Plaza Bldg C,,Meralco,Ave,Metrowalk Commercial Center,,Metro Manila,,
567,,3678041/3678062,Ace Water Health & Spa Centerinc,,,399,Del Monte,Ave,,QC,Metro Manila,,
569,,3678061/3678040,Ace Water Health & Spa Centerinc,,,,,,,Or Call:,,,
571,,8153388,Acer Philippines Inc,,W Fifth Avenue Building,,5TH,Ave,Bonifacio Global City,,Metro Manila,,
572,,5322452,Acerhomes Development Corporation,,Summit One Office Tower,530,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
573,,3745527,Acerhomes Devt Corp,,Anita Building,,Quezon,Ave,,QC,Metro Manila,,
574,,6385787/6374291,Acetel Management & Consulting Incorporated,,,55,Sta Rosa,St,,Pasig City,Metro Manila,,
576,,2448888/2447777,Aceway Imports Incorporated,,Pacific Land and Building Corp,460,Q Paredes,St,,,Metro Manila,,
578,,3651063/3651061,Achievers Chemical Corporation,,,61,Balingasa,Rd,,,Metro Manila,,
580,,8919071,Ackerman I and Company Incorporated,,Tower One and Exchange Plaza,6767,Ayala,Ave,Salcedo Village,,Metro Manila,,
581,,8404674,Acm Landholdings Inc,,Carlos J Valdez Building,108,Aguirre,St,Legaspi Village,Makati City,Metro Manila,,
582,,8131278/8404673,Acm Landholdings Inc,,Csj Building,105,Aguirre,St,Legaspi Village,Makati City,Metro Manila,,
584,,8403019/8122239,Acm Landholdings Inc,,,,,,,Or Call:,,,
586,,8403020,Acm Landholdings Inc,,,,,,,,,,
587,,5316596/5316600,Acquire Asia Pacific,,Robinsons Cyberscape Beta,,Ruby,Rd,Ortigas Center,Pasig City,Metro Manila,,
589,,5316593,Acquire Asia Pacific,,,,,,,Or Call:,,,
590,,5713637,ACQUIRE ASIA PACIFIC (Direct Line),,Techno Plaza Ii,,E Rodriguez Jr,Ave,Eastwood City Cyber Park,QC,Metro Manila,,
591,,8562305,ACRAMED Phils. Inc.,,CITYLAND CONDOMINIUM 10 TWR 1,156,H v Dela Costa,St,Salcedo Village,Makati City,Metro Manila,,
592,,8383505/8392373,Acre Conditioning Specialist Inc,,,,Arturo,Drv,,Taguig City,Metro Manila,,
594,,8383155,Acre Conditioning Specialist Inc,,,,,,,Or Call:,,,
595,,8441006,"Acro Office Products, Inc.",,Global Tower,1233,Capt M Reyes,St,,Makati City,Metro Manila,,
596,,6336891,Acs Technologies Ltd,,One San Miguel Avenue Condo,,San Miguel,Ave,Ortigas Center,Pasig City,Metro Manila,,
597,,3631650,Act Electronic Center,,,917,Banawe,St,,QC,Metro Manila,,
598,,4265632/4265626,Action for Economic Reforms,,West Trade Center Building,132,West,Ave,,QC,Metro Manila,,
600,,8697761/8697780,action.able Inc.,,Crown Center Building,158,Jupiter,St,BEL-AIR 2 VILLAGE,,Metro Manila,,
602,,8089182/8089187,"Activa Media Philippines, Inc.",,Fort Point Building,,7TH,Ave,Bonifacio Global City,,Metro Manila,,
604,,6375089/6375042,Activasia Inc,,,291,St Joseph,St,,,Metro Manila,,
606,,6354173/6311674,Activasia Inc,,,,,,,Or Call:,,,
608,,6354670,Activasia Inc,,,,,,,,,,
609,,8177865/8177831,Active Realty and Development,,Act Tower,135,Sen Gil Puyat,Ave,Salcedo Village,Makati City,Metro Manila,,
611,,8125721/8937028,Active Realty and Development,,,,,,,Or Call:,,,
613,,8177861/8937024,Active Realty and Development,,,,,,,,,,
615,,8937027/8125719,Active Realty and Development,,,,,,,,,,
617,,8125685/8937026,Active Realty and Development,,,,,,,,,,
619,,8177867/8937025,Active Realty and Development,,,,,,,,,,
621,,8926692,Active Realty and Developmentcorporation,,Aurelio Bldg,,Rizal Extension,Ave,,,Metro Manila,,
622,,8177876,Active Realty and Developmentcorporation,,Act Tower,135,Sen Gil Puyat,Ave,Salcedo Village,Makati City,Metro Manila,,
623,,8140725,Active Realty Development Corporation,,Act Tower,135,Sen Gil Puyat,Ave,Salcedo Village,Makati City,Metro Manila,,
624,,8940705/8172170,Active Services and Products Industrial Corporation,,,7387,Bakawan,St,,Makati City,Metro Manila,,
626,,8177372,Activeone Health Inc,,Fort Royal Place,118,Rada,St,Legaspi Village,,Metro Manila,,
627,,7094015,"Actmedia Philippines, Inc.",,,186,E Rodriguez Jr,Ave,,QC,Metro Manila,,
628,,8235335/8235345,Acton Technophils Inc.,,Correal Building,14,Lotus,St,T S Cruz Subdivision,Las Pinas City,Metro Manila,,
630,,8945550/8945553,Actron Industries Incorporated,,Acenteron Building,2662,Honduras,St,San Isidro Village,,Metro Manila,,
632,,8443041/8945559,Actron Industries Incorporated,,,2662,Honduras,St,San Isidro Village,,Metro Manila,,
634,,4031899,Acuaverde Beach Resort and Hotel Inc.,,Mile Long Building,,Amorsolo,St,Kayamanan A,,Metro Manila,,
635,,3307657/3307696,Acumax International Corp,,,277,C Cordero,St,,Caloocan City,Metro Manila,,
637,,3745542/3307697,Acumax International Corp,,CEDAR EXECUTIVE BUILDING 2,26,Timog,Ave,,,Metro Manila,,
639,,9616044,"AD Circles, Inc.",,Rustan Superstore Building,,Gen Romulo,Ave,Araneta Commercial Center,,Metro Manila,,
640,,8938103/8236757,Ad Standards Council Inc.,,Lta Building,118,Perea,St,Legaspi Village,Makati City,Metro Manila,,
642,,8510345/8510346,Ad Statika Corporation,,Gateway Center,,Paseo de Magallanes,St,Magallanes Village,,Metro Manila,,
644,,4043703,Adamson University,,Adamson University,,San Marcelino,St,,,Metro Manila,,
645,,5240307,Adamson University,,,900,San Marcelino,St,,Manila City,Metro Manila,,
646,,5240125,Adamson University,,San Marcelino Science Building,900,San Marcelino,St,,Manila City,Metro Manila,,
647,,5259858/5242022,Adamson University,,Cs Building Architecture,900,San Marcelino,St,,Manila City,Metro Manila,,
649,,4000922,Adamson University,,,,,,,Or Call:,,,
650,,4000802/5242021,Adamson University,,Cardinal Santos Building,959,San Marcelino,St,,Manila City,Metro Manila,,
652,,5242019/4000919,Adamson University,,,,,,,Or Call:,,,
654,,5242017/5242014,Adamson University,,,,,,,,,,
656,,4000923/5233677,Adamson University,,,,,,,,,,
658,,5246593/5362099,Adamson University,,,,,,,,,,
660,,4000920/5232567,Adamson University,,,,,,,,,,
662,,5248003/5232584,Adamson University,,St Building,900,San Marcelino,St,,,Metro Manila,,
664,,5257013/5232586,Adamson University,,,,,,,Or Call:,,,
666,,5247323/5210690,Adamson University,,Marian Ctr Bldg,959,San Marcelino,St,,,Metro Manila,,
668,,5248002/5242011,Adamson University,,,,,,,Or Call:,,,
670,,5222211/5232561,Adamson University,,,,,,,,,,
672,,5211280/4000921,Adamson University,,Sv Building,,San Marcelino,St,,,Metro Manila,,
674,,5212630/5212619,Adamson University,,,,,,,Or Call:,,,
676,,5220016/5242010,Adamson University,,,,,,,,,,
678,,5259857,Adamson University,,,,,,,,,,
679,,5366246,Adamson University (Graduate School),,St Vincent Building,900,San Marcelino,St,,Manila City,Metro Manila,,
680,,5261743,Adamson University (Od & T Office),,St Theresa Building,900,San Marcelino,St,,Manila City,Metro Manila,,
681,,3530727,Adam`s Express Travel Corporation,,Sunview Palace Condominium,1015,M H Del Pilar,St,,Manila City,Metro Manila,,
682,,3523993,Adarna House Inc,,,109,Sct Fernandez,St,,QC,Metro Manila,,
683,,6368008/6389700,Adb,,Adb Building,6,Adb,Ave,Ortigas Center,Mandaluyong City,Metro Manila,,
685,,8561035,Adebe Realty Co Inc,,Cash & Carry Mall,,Filmore,St,,,Metro Manila,,
686,,8452628/8565488,Adebe Realty Co Inc,,Cash and Carry Bldg,,Filmore,St,,Makati City,Metro Manila,,
688,,8565487/8565486,Adebe Realty Co Inc,,,,,,,Or Call:,,,
690,,7721709,Adec Solution,,Don Mariano Lim Industrial Cmp,15,Alabang-Zapote,Rd,,,Metro Manila,,
691,,5564104,Adenip Inc.,,Sm Aura Premier,,McKinley Parkway,St,Bonifacio Global City,Taguig City,Metro Manila,,
692,,5673607,Adfil Shipmanning and Management Corporation,,Ma Natividad Building,470,T M Kalaw Sr,St,,Manila City,Metro Manila,,
693,,8927588,Adformatix Inc,,Pdcp Bank Center,,V a Rufino,St,Salcedo Village,Makati City,Metro Manila,,
694,,5716367/6341878,Adgraphix Inc,,,123,Pioneer,St,,Mandaluyong City,Metro Manila,,
696,,9953993,Adhesives and Paints Application Systems (Apasi) Inc,,Apasi Corporate Center,,Levi Mariano,St,,,Metro Manila,,
697,,8059202,Adi Telecoms,,Sm Southmall,,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,,
698,,5214656,Adidas Philippines Incorporated,,Robinsons Place Manila,,Pedro Gil,St,,Manila City,Metro Manila,,
699,,7721181,Adisseo Philippines Inc.,,Civic Place Building,2301,Civic,Drv,Filinvest Corporate City,Muntinlupa City,Metro Manila,,
700,,6723896/6723897,Adm International Manpower Services Co,,Reliance Center Building,99,E Rodriguez Jr,Ave,,Pasig City,Metro Manila,,
702,,8958761/8904398,Admark Advertising Company,,,5998,J D Villena,St,,,Metro Manila,,
704,,5672922/5672282,Admiman Manning Inc,,Ermita Center,1350,Pres M a Roxas,Bvd,,,Metro Manila,,
706,,4266074,Admu Multipurpose Cooperative,,Ateneo de Manila University,,Katipunan,Ave,,,Metro Manila,,
707,,4265911/9277133,Admuarrupe International Residence,,,,Katipunan,Ave,,QC,Metro Manila,,
709,,4264292/4264291,Admucenter for Family Ministries,,,,Katipunan,Ave,,,Metro Manila,,
711,,4264289/4264290,Admucenter for Family Ministries,,Ateneo de Manila University,,Katipunan,Ave,,,Metro Manila,,
713,,4266489,Admucenter for Leadership & Change,,Ateneo de Manila University,,Katipunan,Ave,,,Metro Manila,,
714,,4266491/4266490,Admucenter for Leadership & Change,,,,Katipunan,Ave,Ateneo de Manila Univ Cmpd,QC,Metro Manila,,
716,,4266062,Admucenter for Social Policy& Public Affairs,,Ctr for Scl Plcy & Pbl Affrs,,Fr Arrupe,Rd,Ateneo de Manila Univ Cmpd,,Metro Manila,,
717,,4266061,Admucenter for Social Policy& Public Affairs,,,,Katipunan,Ave,,QC,Metro Manila,,
718,,4265901/4260901,Admueast Asian Pastoral Institute,,,,Katipunan,Ave,,QC,Metro Manila,,
720,,4266134/4262001,Admuinstitute of Social Order,,,,Katipunan,Ave,,,Metro Manila,,
722,,4266144,Admuinstitute on Church & Social Issue,,,,Katipunan,Ave,,,Metro Manila,,
723,,4265971/4265970,Admujesuit Communications Foundation,,Sonolux Asia Building,,Katipunan,Ave,,QC,Metro Manila,,
725,,4265974,Admujesuit Conference of East Asia,,Sonolux Asia Building,,Katipunan,Ave,,,Metro Manila,,
726,,4266492/4265946,Admujesuit Residence,,,,Katipunan,Ave,,QC,Metro Manila,,
728,,4265945/4265942,Admujesuit Residence,,,,,,,Or Call:,,,
730,,4265941/4265947,Admujesuit Residence,,,,,,,,,,
732,,4265948/4265944,Admujesuit Residence,,,,,,,,,,
734,,4265943,Admujesuit Residence,,,,,,,,,,
735,,4266105/4266104,Admuloyola House of Studies,,,,Katipunan,Ave,,QC,Metro Manila,,
737,,4266103/4266102,Admuloyola House of Studies,,,,,,,Or Call:,,,
739,,4266101,Admuloyola House of Studies,,,,,,,,,,
740,,4265968/4266112,Admuloyola House of Studies,,Loyola House of Studies Bldg,,Katipunan,Ave,,QC,Metro Manila,,
